time Hut Table
3606.2300196667 27.63 30.29
3607.2300778667 27.62 30.29
3608.2308741667 27.63 30.29
3609.2319420667 27.61 30.29
3610.2328319333 27.62 30.28
3611.2331586333 27.6 30.28
3612.2342892833 27.61 30.28
3613.2344587667 27.61 30.29
3614.23500705 27.62 30.29
3615.2357579 27.61 30.28
3616.2360545333 27.6 30.29
3617.2366252667 27.6 30.28
3618.2382451667 27.59 30.27
3619.2394924833 27.6 30.28
3620.2405222167 27.6 30.28
3621.2415889167 27.58 30.28
3622.2426483 27.57 30.27
3623.2448875 27.56 30.27
3624.2458883333 27.56 30.27
3625.2459991333 27.57 30.26
3626.24736775 27.57 30.26
3627.2479137833 27.57 30.26
3628.24904815 27.56 30.25
3629.2494416333 27.56 30.26
3630.25101435 27.55 30.26
3631.25219165 27.55 30.25
3632.2533588 27.54 30.25
3633.2545327167 27.55 30.25
3634.2550588667 27.55 30.24
3635.2561855833 27.54 30.25
3635.5199906833 27.55 30.25
3635.9413371333 27.55 30.26
3636.9413852333 27.54 30.26
3637.94301825 27.55 30.26
3638.9431649 27.55 30.25
3639.9445926667 27.54 30.25
3640.9460097667 27.55 30.24
3641.29930825 27.54 30.23
3642.29962265 27.54 30.22
3643.29985215 27.53 30.23
3644.3010339333 27.53 30.23
3645.3011053667 27.53 30.23
3646.3012631 27.54 30.22
3647.3016703167 27.54 30.22
3648.3031237 27.53 30.22
3649.3033506167 27.52 30.22
3650.3036641 27.52 30.21
3651.3037297 27.52 30.22
3652.30467915 27.52 30.23
3653.3054136 27.53 30.21
3654.3065476 27.52 30.22
3655.3082435333 27.5 30.2
3656.309411 27.51 30.22
3657.30952865 27.51 30.2
3658.3105416167 27.51 30.19
3659.3121237667 27.5 30.2
3660.31244315 27.5 30.19
