 value | value | time   
 27.69 | 28.65 | 2018-09-13 8 26 42.62624
 27.77 | 28.71 | 2018-09-13 8 27 42.684178
 27.76 | 28.74 | 2018-09-13 8 28 42.744364
 27.78 | 28.72 | 2018-09-13 8 29 42.81518
 27.79 | 28.73 | 2018-09-13 8 30 42.874396
 27.75 | 28.71 | 2018-09-13 8 31 42.937476
 27.74 | 28.71 | 2018-09-13 8 32 42.999594
 27.75 | 28.71 | 2018-09-13 8 33 43.053885
 27.74 | 28.7 | 2018-09-13 8 34 43.120393
 27.73 | 28.71 | 2018-09-13 8 35 43.180924
 27.77 | 28.71 | 2018-09-13 8 36 43.238002
 27.78 | 28.72 | 2018-09-13 8 37 43.306939
 27.76 | 28.72 | 2018-09-13 8 38 43.380175
 27.77 | 28.69 | 2018-09-13 8 39 43.433517
 27.75 | 28.71 | 2018-09-13 8 40 43.483045
 27.74 | 28.73 | 2018-09-13 8 41 43.552189
 27.71 | 28.73 | 2018-09-13 8 42 43.601672
 27.74 | 28.72 | 2018-09-13 8 43 43.667948
 27.74 | 28.71 | 2018-09-13 8 44 43.74571
 27.77 | 28.7 | 2018-09-13 8 45 43.803762
 27.74 | 28.7 | 2018-09-13 8 46 43.868033
 27.76 | 28.72 | 2018-09-13 8 47 43.938073
 27.74 | 28.72 | 2018-09-13 8 48 43.99726
 27.77 | 28.71 | 2018-09-13 8 49 44.063176
 27.74 | 28.71 | 2018-09-13 8 50 44.125438
 27.72 | 28.69 | 2018-09-13 8 51 44.181093
 27.71 | 28.7 | 2018-09-13 8 52 44.24679
 27.71 | 28.72 | 2018-09-13 8 53 44.322199
 27.71 | 28.72 | 2018-09-13 8 54 44.385338
 27.74 | 28.67 | 2018-09-13 8 55 44.442898
 27.78 | 28.69 | 2018-09-13 8 56 44.506932
 27.75 | 28.69 | 2018-09-13 8 57 44.557838
 27.78 | 28.68 | 2018-09-13 8 58 44.620663
 27.77 | 28.68 | 2018-09-13 8 59 44.69057
 27.72 | 28.68 | 2018-09-13 9 0 44.743437
 27.75 | 28.68 | 2018-09-13 9 1 44.810974
 27.8 | 28.69 | 2018-09-13 9 2 44.875342
 27.79 | 28.67 | 2018-09-13 9 3 44.926361
 27.74 | 28.69 | 2018-09-13 9 4 44.988224
 27.71 | 28.7 | 2018-09-13 9 5 45.049078
 27.7 | 28.7 | 2018-09-13 9 6 45.100893
 27.71 | 28.68 | 2018-09-13 9 7 45.167677
 27.74 | 28.67 | 2018-09-13 9 8 45.246137
 27.7 | 28.7 | 2018-09-13 9 9 45.300446
 27.75 | 28.7 | 2018-09-13 9 10 45.351719
 27.75 | 28.69 | 2018-09-13 9 11 45.419645
 27.72 | 28.69 | 2018-09-13 9 12 45.474823
 27.72 | 28.69 | 2018-09-13 9 13 45.545175
 27.73 | 28.66 | 2018-09-13 9 14 45.616597
 27.77 | 28.68 | 2018-09-13 9 15 45.668394
 27.74 | 28.69 | 2018-09-13 9 16 45.741241
 27.72 | 28.68 | 2018-09-13 9 17 45.807162
 27.69 | 28.7 | 2018-09-13 9 18 45.860749
 27.69 | 28.68 | 2018-09-13 9 19 45.928893
 27.71 | 28.7 | 2018-09-13 9 20 45.985594
 27.74 | 28.69 | 2018-09-13 9 21 46.034688
 27.72 | 28.69 | 2018-09-13 9 22 46.095405
 27.71 | 28.69 | 2018-09-13 9 23 46.173389
 27.66 | 28.66 | 2018-09-13 9 24 46.235723
 27.7 | 28.66 | 2018-09-13 9 25 46.286248
 27.73 | 28.67 | 2018-09-13 9 26 46.348103
 27.73 | 28.69 | 2018-09-13 9 27 46.399554
 27.72 | 28.68 | 2018-09-13 9 28 46.471269
 27.77 | 28.68 | 2018-09-13 9 29 46.544084
 27.72 | 28.7 | 2018-09-13 9 30 46.596182
 27.7 | 28.65 | 2018-09-13 9 31 46.657411
 27.65 | 28.66 | 2018-09-13 9 32 46.727992
 27.66 | 28.68 | 2018-09-13 9 33 46.785813
 27.67 | 28.67 | 2018-09-13 9 34 46.853751
 27.67 | 28.67 | 2018-09-13 9 35 46.908723
 27.65 | 28.67 | 2018-09-13 9 36 46.957669
 27.63 | 28.67 | 2018-09-13 9 37 47.02098
 27.62 | 28.66 | 2018-09-13 9 38 47.102508
 27.6 | 28.66 | 2018-09-13 9 39 47.156316
 27.57 | 28.64 | 2018-09-13 9 40 47.21349
 27.59 | 28.66 | 2018-09-13 9 41 47.277591
 27.58 | 28.64 | 2018-09-13 9 42 47.337029
 27.58 | 28.64 | 2018-09-13 9 43 47.405906
 27.61 | 28.63 | 2018-09-13 9 44 47.478799
 27.62 | 28.64 | 2018-09-13 9 45 47.539631
 27.55 | 28.64 | 2018-09-13 9 46 47.60487
 27.55 | 28.62 | 2018-09-13 9 47 47.67951
 27.53 | 28.64 | 2018-09-13 9 48 47.732853
 27.56 | 28.63 | 2018-09-13 9 49 47.797343
 27.6 | 28.62 | 2018-09-13 9 50 47.866015
 27.55 | 28.65 | 2018-09-13 9 51 47.918772
 27.55 | 28.63 | 2018-09-13 9 52 47.992683
 27.52 | 28.61 | 2018-09-13 9 53 48.06467
 27.48 | 28.62 | 2018-09-13 9 54 48.128923
 27.47 | 28.6 | 2018-09-13 9 55 48.181929
 27.53 | 28.58 | 2018-09-13 9 56 48.249055
 27.5 | 28.59 | 2018-09-13 9 57 48.304061
 27.49 | 28.59 | 2018-09-13 9 58 48.366385
 27.48 | 28.6 | 2018-09-13 9 59 48.436506
 27.51 | 28.62 | 2018-09-13 10 0 48.485753
 27.51 | 28.57 | 2018-09-13 10 1 48.54707
 27.48 | 28.6 | 2018-09-13 10 2 48.614796
 27.44 | 28.59 | 2018-09-13 10 3 48.681361
 27.44 | 28.58 | 2018-09-13 10 4 48.735963
 27.46 | 28.58 | 2018-09-13 10 5 48.790601
 27.47 | 28.56 | 2018-09-13 10 6 48.846568
 27.45 | 28.58 | 2018-09-13 10 7 48.916117
 27.46 | 28.58 | 2018-09-13 10 8 48.990023
 27.41 | 28.59 | 2018-09-13 10 9 49.042438
 27.36 | 28.71 | 2018-09-13 10 10 49.08882
 27.39 | 28.74 | 2018-09-13 10 11 49.157355
 27.38 | 28.77 | 2018-09-13 10 12 49.21024
 27.44 | 28.81 | 2018-09-13 10 13 49.277941
 27.43 | 28.83 | 2018-09-13 10 14 49.347682
 27.46 | 28.67 | 2018-09-13 10 15 49.405964
 27.5 | 28.65 | 2018-09-13 10 16 49.480377
 27.45 | 28.6 | 2018-09-13 10 17 49.547766
 27.43 | 28.6 | 2018-09-13 10 18 49.61047
 27.43 | 28.56 | 2018-09-13 10 19 49.680576
 27.44 | 28.58 | 2018-09-13 10 20 49.73505
 27.41 | 28.57 | 2018-09-13 10 21 49.783726
 27.41 | 28.56 | 2018-09-13 10 22 49.845204
 27.4 | 28.57 | 2018-09-13 10 23 49.913313
 27.39 | 28.56 | 2018-09-13 10 24 49.966625
 27.34 | 28.56 | 2018-09-13 10 25 50.025093
 27.37 | 28.55 | 2018-09-13 10 26 50.080982
 27.34 | 28.53 | 2018-09-13 10 27 50.134602
 27.34 | 28.55 | 2018-09-13 10 28 50.20184
 27.3 | 28.54 | 2018-09-13 10 29 50.276105
 27.28 | 28.55 | 2018-09-13 10 30 50.332531
 27.3 | 28.51 | 2018-09-13 10 31 50.400216
 27.28 | 28.52 | 2018-09-13 10 32 50.470181
 27.29 | 28.49 | 2018-09-13 10 33 50.525428
 27.26 | 28.5 | 2018-09-13 10 34 50.587957
 27.24 | 28.5 | 2018-09-13 10 35 50.643514
 27.26 | 28.49 | 2018-09-13 10 36 50.690039
 27.26 | 28.51 | 2018-09-13 10 37 50.74884
 27.21 | 28.49 | 2018-09-13 10 38 50.817578
 27.19 | 28.46 | 2018-09-13 10 39 50.878868
 27.17 | 28.46 | 2018-09-13 10 40 50.922007
 27.17 | 28.45 | 2018-09-13 10 41 50.9841
 27.14 | 28.46 | 2018-09-13 10 42 51.03775
 27.12 | 28.46 | 2018-09-13 10 43 51.107895
 27.1 | 28.45 | 2018-09-13 10 44 51.174459
 27.11 | 28.46 | 2018-09-13 10 45 51.228092
 27.12 | 28.43 | 2018-09-13 10 46 51.285806
 27.1 | 28.43 | 2018-09-13 10 47 51.359158
 27.09 | 28.41 | 2018-09-13 10 48 51.411084
 27.1 | 28.4 | 2018-09-13 10 49 51.476543
 27.09 | 28.41 | 2018-09-13 10 50 51.534086
 27.09 | 28.44 | 2018-09-13 10 51 51.583191
 27.08 | 28.41 | 2018-09-13 10 52 51.641409
 27.1 | 28.41 | 2018-09-13 10 53 51.707932
 27.07 | 28.41 | 2018-09-13 10 54 51.754774
 27 | 28.36 | 2018-09-13 10 55 51.808282
 27.04 | 28.35 | 2018-09-13 10 56 51.872157
 27.03 | 28.35 | 2018-09-13 10 57 51.922367
 27.01 | 28.34 | 2018-09-13 10 58 51.997094
 27.02 | 28.34 | 2018-09-13 10 59 52.068568
 27.02 | 28.38 | 2018-09-13 11 0 52.110937
 27 | 28.37 | 2018-09-13 11 1 52.174346
 27 | 28.34 | 2018-09-13 11 2 52.242654
 27 | 28.3 | 2018-09-13 11 3 52.300467
 26.99 | 28.33 | 2018-09-13 11 4 52.367793
 26.97 | 28.31 | 2018-09-13 11 5 52.425655
 26.95 | 28.32 | 2018-09-13 11 6 52.476014
 26.96 | 28.3 | 2018-09-13 11 7 52.538551
 26.96 | 28.29 | 2018-09-13 11 8 52.601982
 26.95 | 28.27 | 2018-09-13 11 9 52.647057
 26.94 | 28.3 | 2018-09-13 11 10 52.697991
 26.94 | 28.3 | 2018-09-13 11 11 52.763229
 26.95 | 28.29 | 2018-09-13 11 12 52.814296
 26.93 | 28.28 | 2018-09-13 11 13 52.879215
 26.94 | 28.29 | 2018-09-13 11 14 52.946006
 26.98 | 28.27 | 2018-09-13 11 15 53.001572
 26.95 | 28.26 | 2018-09-13 11 16 53.063961
 26.94 | 28.26 | 2018-09-13 11 17 53.129831
 26.91 | 28.25 | 2018-09-13 11 18 53.180046
 26.94 | 28.24 | 2018-09-13 11 19 53.243847
 26.89 | 28.23 | 2018-09-13 11 20 53.294821
 26.92 | 28.23 | 2018-09-13 11 21 53.344962
 26.91 | 28.22 | 2018-09-13 11 22 53.410943
 26.88 | 28.23 | 2018-09-13 11 23 53.48073
 26.88 | 28.23 | 2018-09-13 11 24 53.538748
 26.88 | 28.18 | 2018-09-13 11 25 53.588602
 26.89 | 28.19 | 2018-09-13 11 26 53.645745
 26.96 | 28.22 | 2018-09-13 11 27 53.695425
 26.89 | 28.21 | 2018-09-13 11 28 53.764916
 26.88 | 28.21 | 2018-09-13 11 29 53.828628
 26.89 | 28.2 | 2018-09-13 11 30 53.875023
 26.9 | 28.19 | 2018-09-13 11 31 53.935246
 26.88 | 28.19 | 2018-09-13 11 32 54.002411
 26.95 | 28.22 | 2018-09-13 11 33 54.053665
 26.9 | 28.18 | 2018-09-13 11 34 54.120476
 26.86 | 28.17 | 2018-09-13 11 35 54.168078
 26.87 | 28.16 | 2018-09-13 11 36 54.217626
 26.87 | 28.16 | 2018-09-13 11 37 54.265585
 26.87 | 28.18 | 2018-09-13 11 38 54.319439
 26.89 | 28.16 | 2018-09-13 11 39 54.373717
 26.85 | 28.15 | 2018-09-13 11 40 54.423813
 26.85 | 28.16 | 2018-09-13 11 41 54.49059
 26.85 | 28.15 | 2018-09-13 11 42 54.545871
 26.86 | 28.11 | 2018-09-13 11 43 54.608656
 26.86 | 28.11 | 2018-09-13 11 44 54.682695
 26.83 | 28.13 | 2018-09-13 11 45 54.725838
 26.82 | 28.11 | 2018-09-13 11 46 54.79715
 26.85 | 28.1 | 2018-09-13 11 47 54.862126
 26.84 | 28.11 | 2018-09-13 11 48 54.913961
 26.84 | 28.11 | 2018-09-13 11 49 54.973204
 26.85 | 28.12 | 2018-09-13 11 50 55.027206
 26.82 | 28.09 | 2018-09-13 11 51 55.076487
 26.82 | 28.08 | 2018-09-13 11 52 55.143211
 26.83 | 28.11 | 2018-09-13 11 53 55.207949
 26.8 | 28.1 | 2018-09-13 11 54 55.253146
 26.85 | 28.08 | 2018-09-13 11 55 55.306234
 26.84 | 28.09 | 2018-09-13 11 56 55.370845
 26.81 | 28.08 | 2018-09-13 11 57 55.408658
 26.84 | 28.08 | 2018-09-13 11 58 55.47348
 26.84 | 28.07 | 2018-09-13 11 59 55.539291
 26.84 | 28.06 | 2018-09-13 12 0 55.589837
 26.85 | 28.05 | 2018-09-13 12 1 55.659218
 26.78 | 28.06 | 2018-09-13 12 2 55.666549
 26.78 | 28.04 | 2018-09-13 12 3 55.675623
 26.81 | 28.05 | 2018-09-13 12 4 55.713393
 26.81 | 28.02 | 2018-09-13 12 5 55.796115
 26.82 | 28.02 | 2018-09-13 12 6 55.880539
 26.83 | 28.03 | 2018-09-13 12 7 55.978006
 26.81 | 28.03 | 2018-09-13 12 8 55.98279
 26.79 | 28.02 | 2018-09-13 12 9 56.071361
 26.82 | 28.04 | 2018-09-13 12 10 56.080147
 26.83 | 28.03 | 2018-09-13 12 11 56.170574
 26.8 | 28.02 | 2018-09-13 12 12 56.208874
 26.79 | 27.99 | 2018-09-13 12 13 56.307701
 26.76 | 28 | 2018-09-13 12 14 56.406725
 26.81 | 28.01 | 2018-09-13 12 15 56.504019
 26.76 | 27.99 | 2018-09-13 12 16 56.602126
 26.76 | 28.02 | 2018-09-13 12 17 56.689932
 26.77 | 27.99 | 2018-09-13 12 18 56.767264
 26.79 | 27.98 | 2018-09-13 12 19 56.810827
 26.82 | 27.99 | 2018-09-13 12 20 56.900506
 26.81 | 27.99 | 2018-09-13 12 21 56.988115
 26.8 | 27.98 | 2018-09-13 12 22 57.031769
 26.78 | 27.98 | 2018-09-13 12 23 57.100369
 26.8 | 27.98 | 2018-09-13 12 24 57.104921
 26.77 | 27.97 | 2018-09-13 12 25 57.205706
 26.74 | 27.98 | 2018-09-13 12 26 57.288491
 26.79 | 27.96 | 2018-09-13 12 27 57.321884
 26.76 | 27.99 | 2018-09-13 12 28 57.409788
 26.8 | 28.01 | 2018-09-13 12 29 57.49159
 26.83 | 28 | 2018-09-13 12 30 57.517132
 26.84 | 27.97 | 2018-09-13 12 31 57.6034
 26.78 | 27.98 | 2018-09-13 12 32 57.634482
 26.79 | 27.97 | 2018-09-13 12 33 57.717992
 26.77 | 27.93 | 2018-09-13 12 34 57.725805
 26.79 | 27.93 | 2018-09-13 12 35 57.81008
 26.79 | 27.94 | 2018-09-13 12 36 57.892652
 26.77 | 27.91 | 2018-09-13 12 37 57.925623
 26.79 | 27.92 | 2018-09-13 12 38 58.014776
 26.76 | 27.92 | 2018-09-13 12 39 58.099966
 26.76 | 27.94 | 2018-09-13 12 40 58.191044
 26.75 | 27.93 | 2018-09-13 12 41 58.286478
 26.76 | 27.95 | 2018-09-13 12 42 58.306657
 26.77 | 27.93 | 2018-09-13 12 43 58.391521
 26.77 | 27.93 | 2018-09-13 12 44 58.4755
 26.75 | 27.94 | 2018-09-13 12 45 58.511233
 26.74 | 27.96 | 2018-09-13 12 46 58.586869
 26.76 | 27.92 | 2018-09-13 12 47 58.675896
 26.75 | 27.9 | 2018-09-13 12 48 58.755519
 26.72 | 27.91 | 2018-09-13 12 49 58.851231
 26.78 | 27.91 | 2018-09-13 12 50 58.877384
 26.77 | 27.9 | 2018-09-13 12 51 58.948045
 26.78 | 27.9 | 2018-09-13 12 52 59.041617
 26.78 | 27.9 | 2018-09-13 12 53 59.126895
 26.76 | 27.88 | 2018-09-13 12 54 59.221192
 26.74 | 27.91 | 2018-09-13 12 55 59.316028
 26.77 | 27.9 | 2018-09-13 12 56 59.400728
 26.77 | 27.89 | 2018-09-13 12 57 59.476631
 26.74 | 27.9 | 2018-09-13 12 58 59.478402
 26.76 | 27.89 | 2018-09-13 12 59 59.563851
 26.8 | 27.85 | 2018-09-13 13 0 59.580564
 26.79 | 27.87 | 2018-09-13 13 1 59.622406
 26.76 | 27.88 | 2018-09-13 13 2 59.712156
 26.75 | 27.87 | 2018-09-13 13 3 59.787232
 26.76 | 27.89 | 2018-09-13 13 4 59.878129
 26.78 | 27.89 | 2018-09-13 13 5 59.904843
 26.81 | 27.88 | 2018-09-13 13 6 59.991829
 26.81 | 27.87 | 2018-09-13 13 8 0.075626
 26.79 | 27.88 | 2018-09-13 13 9 0.16479
 26.77 | 27.9 | 2018-09-13 13 10 0.192031
 26.79 | 27.87 | 2018-09-13 13 11 0.279822
 26.75 | 27.86 | 2018-09-13 13 12 0.356996
 26.78 | 27.87 | 2018-09-13 13 13 0.447212
 26.76 | 27.86 | 2018-09-13 13 14 0.543145
 26.77 | 27.86 | 2018-09-13 13 15 0.570252
 26.75 | 27.87 | 2018-09-13 13 16 0.656234
 26.79 | 27.85 | 2018-09-13 13 17 0.693028
 26.76 | 27.85 | 2018-09-13 13 18 0.692484
 26.78 | 27.84 | 2018-09-13 13 19 0.782838
 26.76 | 27.84 | 2018-09-13 13 20 0.812561
 26.73 | 27.87 | 2018-09-13 13 21 0.84215
 26.76 | 27.84 | 2018-09-13 13 22 0.867067
 26.74 | 27.86 | 2018-09-13 13 23 0.942714
 26.76 | 27.85 | 2018-09-13 13 24 0.984812
 26.78 | 27.87 | 2018-09-13 13 25 0.999575
 26.75 | 27.86 | 2018-09-13 13 26 1.078157
 26.76 | 27.85 | 2018-09-13 13 27 1.119117
 26.77 | 27.83 | 2018-09-13 13 28 1.201737
 26.76 | 27.84 | 2018-09-13 13 29 1.28954
 26.77 | 27.82 | 2018-09-13 13 30 1.377842
 26.76 | 27.82 | 2018-09-13 13 31 1.40654
 26.77 | 27.83 | 2018-09-13 13 32 1.483259
 26.79 | 27.83 | 2018-09-13 13 33 1.51646
 26.75 | 27.83 | 2018-09-13 13 34 1.589269
 26.75 | 27.83 | 2018-09-13 13 35 1.672043
 26.81 | 27.82 | 2018-09-13 13 36 1.756558
 26.78 | 27.8 | 2018-09-13 13 37 1.828925
 26.79 | 27.82 | 2018-09-13 13 38 1.906173
 26.78 | 27.81 | 2018-09-13 13 39 1.989138
 26.75 | 27.81 | 2018-09-13 13 40 2.066624
 26.8 | 27.84 | 2018-09-13 13 41 2.079359
 26.75 | 27.84 | 2018-09-13 13 42 2.124455
 26.74 | 27.81 | 2018-09-13 13 43 2.204358
 26.77 | 27.84 | 2018-09-13 13 44 2.29221
 26.78 | 27.85 | 2018-09-13 13 45 2.319384
 26.78 | 27.81 | 2018-09-13 13 46 2.389059
 26.77 | 27.84 | 2018-09-13 13 47 2.446915
 26.81 | 27.82 | 2018-09-13 13 48 2.504531
 26.78 | 27.83 | 2018-09-13 13 49 2.584433
 26.77 | 27.83 | 2018-09-13 13 50 2.654263
 26.79 | 27.82 | 2018-09-13 13 51 2.694774
 26.79 | 27.8 | 2018-09-13 13 52 2.696007
 26.78 | 27.8 | 2018-09-13 13 53 2.710916
 26.78 | 27.81 | 2018-09-13 13 54 2.784828
 26.79 | 27.8 | 2018-09-13 13 55 2.867138
 26.78 | 27.81 | 2018-09-13 13 56 2.918898
 26.75 | 27.82 | 2018-09-13 13 57 2.96961
 26.76 | 27.79 | 2018-09-13 13 58 3.011354
 26.74 | 27.8 | 2018-09-13 13 59 1.347386
 26.75 | 27.81 | 2018-09-13 14 0 1.417497
 26.77 | 27.81 | 2018-09-13 14 0 24.253822
 26.75 | 27.8 | 2018-09-13 14 1 24.306382
 26.78 | 27.81 | 2018-09-13 14 2 24.374928
 26.77 | 27.8 | 2018-09-13 14 3 24.440608
 26.77 | 27.78 | 2018-09-13 14 4 24.495266
 26.8 | 27.8 | 2018-09-13 14 5 24.561291
 26.82 | 27.79 | 2018-09-13 14 6 24.615328
 26.81 | 27.78 | 2018-09-13 14 7 24.670616
 26.77 | 27.81 | 2018-09-13 14 8 24.740952
 26.79 | 27.79 | 2018-09-13 14 9 24.806034
 26.76 | 27.78 | 2018-09-13 14 10 24.862411
 26.77 | 27.8 | 2018-09-13 14 11 24.920253
 26.79 | 27.79 | 2018-09-13 14 12 24.985978
 26.79 | 27.79 | 2018-09-13 14 13 25.051044
 26.74 | 27.8 | 2018-09-13 14 14 25.120992
 26.73 | 27.78 | 2018-09-13 14 15 25.177434
 26.79 | 27.8 | 2018-09-13 14 16 25.230155
 26.76 | 27.78 | 2018-09-13 14 17 25.30174
 26.77 | 27.79 | 2018-09-13 14 18 25.362741
 26.75 | 27.78 | 2018-09-13 14 19 25.415296
 26.74 | 27.77 | 2018-09-13 14 20 25.443839
 26.75 | 27.78 | 2018-09-13 14 21 25.48749
 26.77 | 27.78 | 2018-09-13 14 21 57.166964
 26.72 | 27.78 | 2018-09-13 14 22 26.342824
 26.73 | 27.77 | 2018-09-13 14 23 26.419099
 26.73 | 27.77 | 2018-09-13 14 24 26.482756
 26.71 | 27.78 | 2018-09-13 14 25 26.530902
 26.71 | 27.77 | 2018-09-13 14 26 26.587525
 26.74 | 27.76 | 2018-09-13 14 27 26.644717
 26.71 | 27.76 | 2018-09-13 14 28 26.699126
 26.72 | 27.77 | 2018-09-13 14 29 26.765842
 26.7 | 27.75 | 2018-09-13 14 30 26.834189
 26.68 | 27.75 | 2018-09-13 14 31 26.897172
 26.68 | 27.75 | 2018-09-13 14 32 26.968906
 26.67 | 27.77 | 2018-09-13 14 33 27.032058
 26.68 | 27.77 | 2018-09-13 14 34 27.086767
 26.68 | 27.74 | 2018-09-13 14 35 27.154717
 26.66 | 27.75 | 2018-09-13 14 36 27.214571
 26.67 | 27.74 | 2018-09-13 14 37 27.284353
 26.67 | 27.73 | 2018-09-13 14 38 27.355059
 26.65 | 27.75 | 2018-09-13 14 39 27.420777
 26.66 | 27.76 | 2018-09-13 14 40 27.465594
 26.75 | 27.74 | 2018-09-13 14 41 27.53365
 26.7 | 27.75 | 2018-09-13 14 42 27.601943
 26.67 | 27.75 | 2018-09-13 14 43 27.672376
 26.71 | 27.74 | 2018-09-13 14 44 27.750078
 26.68 | 27.77 | 2018-09-13 14 45 27.813692
 26.68 | 27.71 | 2018-09-13 14 46 27.876197
 26.68 | 27.75 | 2018-09-13 14 47 27.947352
 26.67 | 27.74 | 2018-09-13 14 48 28.019355
 26.7 | 27.74 | 2018-09-13 14 49 28.074851
 26.71 | 27.73 | 2018-09-13 14 50 28.145615
 26.69 | 27.73 | 2018-09-13 14 51 28.201109
 26.68 | 27.72 | 2018-09-13 14 52 28.264433
 26.69 | 27.71 | 2018-09-13 14 53 28.343552
 26.7 | 27.74 | 2018-09-13 14 54 28.41291
 26.7 | 27.74 | 2018-09-13 14 55 28.46781
 26.69 | 27.72 | 2018-09-13 14 56 28.524265
 26.68 | 27.72 | 2018-09-13 14 57 28.578248
 26.67 | 27.71 | 2018-09-13 14 58 28.635934
 26.64 | 27.71 | 2018-09-13 14 59 28.710107
 26.66 | 27.7 | 2018-09-13 15 0 28.775487
 26.67 | 27.7 | 2018-09-13 15 1 28.83379
 26.65 | 27.71 | 2018-09-13 15 2 28.899754
 26.68 | 27.73 | 2018-09-13 15 3 28.960869
 26.65 | 27.71 | 2018-09-13 15 4 29.016238
 26.64 | 27.71 | 2018-09-13 15 5 29.084176
 26.62 | 27.71 | 2018-09-13 15 6 29.136302
 26.67 | 27.7 | 2018-09-13 15 7 29.195864
 26.66 | 27.7 | 2018-09-13 15 8 29.259684
 26.65 | 27.7 | 2018-09-13 15 9 29.319178
 26.66 | 27.7 | 2018-09-13 15 10 29.373068
 26.63 | 27.67 | 2018-09-13 15 11 29.431962
 26.65 | 27.68 | 2018-09-13 15 12 29.494452
 26.64 | 27.69 | 2018-09-13 15 13 29.554007
 26.63 | 27.69 | 2018-09-13 15 14 29.620132
 26.65 | 27.68 | 2018-09-13 15 15 29.67801
 26.6 | 27.68 | 2018-09-13 15 16 29.740239
 26.61 | 27.7 | 2018-09-13 15 17 29.818958
 26.62 | 27.7 | 2018-09-13 15 18 29.885576
 26.63 | 27.69 | 2018-09-13 15 19 29.950754
 26.64 | 27.69 | 2018-09-13 15 20 30.028571
 26.62 | 27.68 | 2018-09-13 15 21 30.087102
 26.66 | 27.68 | 2018-09-13 15 22 30.142887
 26.62 | 27.67 | 2018-09-13 15 23 30.218405
 26.6 | 27.67 | 2018-09-13 15 24 30.283526
 26.63 | 27.68 | 2018-09-13 15 25 30.347056
 26.59 | 27.69 | 2018-09-13 15 26 30.411218
 26.64 | 27.67 | 2018-09-13 15 27 30.492773
 26.62 | 27.68 | 2018-09-13 15 28 30.551106
 26.61 | 27.68 | 2018-09-13 15 29 30.555671
 26.59 | 27.69 | 2018-09-13 15 30 30.631458
 26.61 | 27.67 | 2018-09-13 15 31 30.678676
 26.62 | 27.67 | 2018-09-13 15 32 30.735934
 26.62 | 27.68 | 2018-09-13 15 33 30.783893
 26.62 | 27.66 | 2018-09-13 15 34 30.829121
 26.61 | 27.67 | 2018-09-13 15 35 30.881649
 26.63 | 27.68 | 2018-09-13 15 36 30.926983
 26.63 | 27.68 | 2018-09-13 15 37 30.969758
 26.65 | 27.69 | 2018-09-13 15 38 31.031192
 26.63 | 27.66 | 2018-09-13 15 39 31.082157
 26.6 | 27.67 | 2018-09-13 15 40 31.131461
 26.61 | 27.65 | 2018-09-13 15 41 31.190209
 26.6 | 27.66 | 2018-09-13 15 42 31.23904
 26.62 | 27.66 | 2018-09-13 15 43 31.287102
 26.61 | 27.67 | 2018-09-13 15 44 31.339398
 26.6 | 27.67 | 2018-09-13 15 45 31.387359
 26.63 | 27.65 | 2018-09-13 15 46 31.427579
 26.62 | 27.65 | 2018-09-13 15 47 31.473371
 26.62 | 27.67 | 2018-09-13 15 48 31.517676
 26.62 | 27.67 | 2018-09-13 15 49 31.568355
 26.61 | 27.62 | 2018-09-13 15 50 31.61759
 26.61 | 27.62 | 2018-09-13 15 51 31.670063
 26.59 | 27.63 | 2018-09-13 15 52 31.720338
 26.6 | 27.63 | 2018-09-13 15 53 31.766116
 26.62 | 27.62 | 2018-09-13 15 54 31.810657
 26.6 | 27.63 | 2018-09-13 15 55 31.854577
 26.62 | 27.65 | 2018-09-13 15 56 31.905484
 26.61 | 27.65 | 2018-09-13 15 57 31.954306
 26.64 | 27.64 | 2018-09-13 15 58 32.008484
 26.64 | 27.65 | 2018-09-13 15 59 32.06219
 26.62 | 27.64 | 2018-09-13 16 0 32.110977
 26.62 | 27.63 | 2018-09-13 16 1 32.158394
 26.59 | 27.66 | 2018-09-13 16 2 32.209216
 26.62 | 27.64 | 2018-09-13 16 3 32.25903
 26.59 | 27.65 | 2018-09-13 16 4 32.300814
 26.56 | 27.63 | 2018-09-13 16 5 32.352853
 26.62 | 27.65 | 2018-09-13 16 6 32.395073
 26.62 | 27.63 | 2018-09-13 16 7 32.439561
 26.62 | 27.63 | 2018-09-13 16 8 32.489464
 26.59 | 27.63 | 2018-09-13 16 9 32.53907
 26.61 | 27.61 | 2018-09-13 16 10 32.58981
 26.65 | 27.62 | 2018-09-13 16 11 32.644115
 26.67 | 27.65 | 2018-09-13 16 12 32.703723
 26.61 | 27.65 | 2018-09-13 16 13 32.757545
 26.59 | 27.64 | 2018-09-13 16 14 32.814079
 26.62 | 27.63 | 2018-09-13 16 15 32.859019
 26.59 | 27.61 | 2018-09-13 16 16 32.905366
 26.61 | 27.62 | 2018-09-13 16 17 32.96332
 26.63 | 27.62 | 2018-09-13 16 18 33.00749
 26.63 | 27.64 | 2018-09-13 16 19 33.054376
 26.61 | 27.6 | 2018-09-13 16 20 33.108632
 26.6 | 27.61 | 2018-09-13 16 21 33.153966
 26.61 | 27.61 | 2018-09-13 16 22 33.202873
 26.64 | 27.63 | 2018-09-13 16 23 33.246407
 26.62 | 27.61 | 2018-09-13 16 24 33.298023
 26.63 | 27.62 | 2018-09-13 16 25 33.344129
 26.62 | 27.62 | 2018-09-13 16 26 33.392786
